抽せん日,候補_3桁,予測番号,百,十,一,joint_prob,model_name,feature_set,gen_at,source,EV_gross,EV_net,price,expected_payout
2025-12-15,173,173,1,7,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,172,172,1,7,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,171,171,1,7,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,170,170,1,7,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,167,167,1,6,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,166,166,1,6,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,165,165,1,6,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,164,164,1,6,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,163,163,1,6,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,162,162,1,6,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,161,161,1,6,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,192,192,1,9,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,191,191,1,9,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,189,189,1,8,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,188,188,1,8,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,185,185,1,8,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,184,184,1,8,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,183,183,1,8,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,182,182,1,8,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,181,181,1,8,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,180,180,1,8,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,179,179,1,7,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,178,178,1,7,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,177,177,1,7,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,208,208,2,0,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,206,206,2,0,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,205,205,2,0,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,202,202,2,0,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,201,201,2,0,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,200,200,2,0,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,199,199,1,9,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,198,198,1,9,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,197,197,1,9,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,196,196,1,9,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,195,195,1,9,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,193,193,1,9,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,224,224,2,2,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,223,223,2,2,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,222,222,2,2,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,221,221,2,2,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,220,220,2,2,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,219,219,2,1,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,217,217,2,1,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,216,216,2,1,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,214,214,2,1,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,212,212,2,1,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,211,211,2,1,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,210,210,2,1,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,240,240,2,4,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,239,239,2,3,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,238,238,2,3,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,237,237,2,3,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,236,236,2,3,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,235,235,2,3,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,234,234,2,3,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,233,233,2,3,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,232,232,2,3,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,231,231,2,3,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,230,230,2,3,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,228,228,2,2,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,226,226,2,2,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,225,225,2,2,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,160,160,1,6,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,159,159,1,5,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,158,158,1,5,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,156,156,1,5,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,155,155,1,5,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,154,154,1,5,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,153,153,1,5,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,152,152,1,5,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,151,151,1,5,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,150,150,1,5,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,148,148,1,4,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,147,147,1,4,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,146,146,1,4,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,145,145,1,4,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,256,256,2,5,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,255,255,2,5,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,254,254,2,5,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,252,252,2,5,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,251,251,2,5,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,250,250,2,5,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,248,248,2,4,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,247,247,2,4,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,246,246,2,4,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,245,245,2,4,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,244,244,2,4,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,243,243,2,4,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,242,242,2,4,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,241,241,2,4,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,272,272,2,7,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,271,271,2,7,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,270,270,2,7,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,269,269,2,6,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,268,268,2,6,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,267,267,2,6,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,266,266,2,6,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,265,265,2,6,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,264,264,2,6,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,262,262,2,6,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,261,261,2,6,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,260,260,2,6,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,259,259,2,5,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,258,258,2,5,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,257,257,2,5,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,288,288,2,8,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,287,287,2,8,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,286,286,2,8,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,285,285,2,8,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,283,283,2,8,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,282,282,2,8,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,281,281,2,8,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,277,277,2,7,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,276,276,2,7,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,274,274,2,7,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,273,273,2,7,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,304,304,3,0,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,303,303,3,0,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,302,302,3,0,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,301,301,3,0,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,300,300,3,0,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,299,299,2,9,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,298,298,2,9,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,297,297,2,9,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,296,296,2,9,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,295,295,2,9,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,294,294,2,9,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,293,293,2,9,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,292,292,2,9,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,291,291,2,9,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,289,289,2,8,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,319,319,3,1,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,318,318,3,1,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,317,317,3,1,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,316,316,3,1,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,313,313,3,1,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,312,312,3,1,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,311,311,3,1,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,310,310,3,1,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,309,309,3,0,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,308,308,3,0,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,307,307,3,0,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,306,306,3,0,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,305,305,3,0,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,336,336,3,3,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,335,335,3,3,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,334,334,3,3,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,333,333,3,3,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,332,332,3,3,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,331,331,3,3,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,330,330,3,3,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,329,329,3,2,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,328,328,3,2,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,327,327,3,2,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,326,326,3,2,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,325,325,3,2,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,324,324,3,2,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,323,323,3,2,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,322,322,3,2,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,352,352,3,5,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,351,351,3,5,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,350,350,3,5,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,349,349,3,4,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,348,348,3,4,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,347,347,3,4,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,346,346,3,4,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,345,345,3,4,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,344,344,3,4,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,343,343,3,4,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,342,342,3,4,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,341,341,3,4,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,340,340,3,4,0,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,339,339,3,3,9,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,338,338,3,3,8,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,337,337,3,3,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,144,144,1,4,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,143,143,1,4,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,142,142,1,4,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,141,141,1,4,1,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,137,137,1,3,7,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,136,136,1,3,6,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,135,135,1,3,5,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,134,134,1,3,4,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,133,133,1,3,3,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
2025-12-15,132,132,1,3,2,0.0,RandomForestClassifier,safe_w200,2025-12-15T09:15:59,predict_next_joint,0.0,-200.0,200.0,0.0
