feature,importance,std
百の位_十の位_pair_last_w200,-6.938893903907228e-18,0.003891050583657584
十の位_last_freq_w50,-0.00048638132295720365,0.0036071004314667597
十の位_一の位_pair_last_w200,-0.00048638132295720365,0.0023326028809886787
百の位_last_freq_w30,-0.0004863813229572071,0.004098321874113019
十の位_freq_change_w10,-0.0009727626459144004,0.0016848743264288749
一の位_lag4,-0.001459143968871597,0.0054812391389030355
四半期_1,-0.0014591439688716006,0.0018837467637195673
百の位_lag7,-0.001459143968871604,0.006133035123014832
偶数カウント,-0.0019455252918287973,0.0027513882536441565
hot_cold_score_一の位,-0.0019455252918287973,0.0027513882536441565
百の位_last_freq_w50,-0.0019455252918288007,0.005147376091565352
百の位_lag2,-0.0019455252918288007,0.006452577413142797
一の位_lag10,-0.0019455252918288007,0.003369748652857738
sum_lt10,-0.0024319066147859975,0.0027080565967072118
一の位_freq_change_w10,-0.0024319066147859975,0.0038605320686740116
合計偶奇,-0.002431906614786001,0.0018837467637195673
百の位_一の位_pair_last_w50,-0.002431906614786001,0.0018837467637195673
百の位_lag8,-0.002918287937743194,0.004240174069592093
百の位_一の位_pair_last_w30,-0.002918287937743201,0.0032262887065714
百の位_last_freq_w200,-0.0034046692607003944,0.0030374503883260702
一の位_lag3,-0.003404669260700398,0.008124169790121628
一の位_lag7,-0.0034046692607004013,0.0030374503883260663
十の位_一の位_pair_last_w30,-0.003891050583657598,0.0019455252918287938
hot_cold_score_百の位,-0.004377431906614791,0.007887779542911892
百の位_freq_change_w10,-0.004377431906614791,0.0040983218741130175
十の位_last_freq_w30,-0.0048638132295719914,0.004665205761977352
hot_cold_score_十の位,-0.005350194552529188,0.004740658728019928
十の位_last_freq_w10,-0.005350194552529192,0.005124345210531488
最小,-0.005836575875486388,0.006452577413142806
ストレート_金額,-0.006322957198443585,0.006997808642966028
ミニ_金額,-0.006809338521400785,0.002573688045782673
一の位_lag5,-0.007782101167315182,0.0072794890793267345
百の位_一の位_pair_last_w90,-0.008268482490272386,0.0036071004314667623
一の位_lag6,-0.008754863813229579,0.009481317456039844
