feature,importance,std
十の位_lag2,0.006809338521400778,0.006668924708561327
百_十_diff,0.006809338521400778,0.0054161131934144175
一の位_lag5,0.005836575875486381,0.006739497305715476
年度週,0.005836575875486381,0.0072794890793267345
十の位_lag9,0.005836575875486381,0.008480348139184189
一の位_last_freq_w10,0.005836575875486381,0.00476554424665988
一の位_diff1,0.005350194552529183,0.005481239138903037
一の位_lag6,0.005350194552529183,0.00672192361920489
合計偶奇,0.0048638132295719845,0.002573688045782676
百の位_十の位_pair_last_w90,0.0048638132295719845,0.0032262887065714007
一の位_expfreq_l100_a006,0.0038910505836575876,0.006452577413142801
百の位_last_freq_w200,0.0038910505836575876,0.0061522911676427615
百の位_lag10,0.0038910505836575876,0.005147376091565351
一の位_adiff1,0.0038910505836575876,0.004765544246659879
四半期_2,0.003404669260700389,0.0012868440228913378
偶数カウント,0.003404669260700389,0.005305793830075736
月,0.003404669260700389,0.0030374503883260693
一の位_last_freq_w200,0.0029182879377431907,0.0057549414232486535
四半期,0.0029182879377431907,0.001684874326428869
十の位_lag3,0.0029182879377431907,0.005054622979286607
sum_10_14,0.0029182879377431907,0.001684874326428869
十の位_freq_change_w10,0.0024319066147859923,0.002708056596707209
十の位_一の位_pair_last_w30,0.0024319066147859923,0.004740658728019924
百の位_last_freq_w30,0.0024319066147859923,0.004323051759394741
合計,0.0024319066147859923,0.00613303512301483
百の位_一の位_pair_last_w200,0.0024319066147859923,0.0033344623542806632
十の位_lag10,0.0024319066147859923,0.00613303512301483
一の位_lag2,0.0024319066147859923,0.010644975013735063
ミニ_口数,0.0024319066147859923,0.004740658728019924
hot_cold_score_十の位,0.0024319066147859923,0.0027080565967072087
百_一_diff,0.0019455252918287938,0.0038910505836575876
百の位_一の位_pair_last_w30,0.0019455252918287938,0.0019455252918287938
百の位_十の位_pair_last_w50,0.0019455252918287938,0.0019455252918287938
百の位_十の位_pair_last_w200,0.0019455252918287938,0.005502776507288308
sum_15_19,0.0019455252918287938,0.0019455252918287938
hot_cold_score_一の位,0.0019455252918287938,0.00476554424665988
十の位_lag6,0.0014591439688715954,0.005816274680496789
十の位_last_freq_w30,0.0014591439688715954,0.0038605320686740134
百の位_lag4,0.0014591439688715954,0.005124345210531488
百の位_adiff1,0.0014591439688715954,0.005124345210531488
