抽せん日,番号,rank,joint_prob,expected_payout,price,EV_gross,EV_net,百,十,一,候補_3桁,feature_set,model_name
2025-11-03,517,337,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,1,7,517,V5_joint,CalibratedJoint
2025-11-03,520,338,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,2,0,520,V5_joint,CalibratedJoint
2025-11-03,522,339,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,2,2,522,V5_joint,CalibratedJoint
2025-11-03,526,340,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,2,6,526,V5_joint,CalibratedJoint
2025-11-03,527,341,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,2,7,527,V5_joint,CalibratedJoint
2025-11-03,529,342,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,2,9,529,V5_joint,CalibratedJoint
2025-11-03,530,343,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,3,0,530,V5_joint,CalibratedJoint
2025-11-03,532,344,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,3,2,532,V5_joint,CalibratedJoint
2025-11-03,533,345,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,3,3,533,V5_joint,CalibratedJoint
2025-11-03,537,346,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,3,7,537,V5_joint,CalibratedJoint
2025-11-03,540,347,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,4,0,540,V5_joint,CalibratedJoint
2025-11-03,541,348,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,4,1,541,V5_joint,CalibratedJoint
2025-11-03,544,349,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,4,4,544,V5_joint,CalibratedJoint
2025-11-03,546,350,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,4,6,546,V5_joint,CalibratedJoint
2025-11-03,547,351,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,4,7,547,V5_joint,CalibratedJoint
2025-11-03,550,352,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,0,550,V5_joint,CalibratedJoint
2025-11-03,552,353,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,2,552,V5_joint,CalibratedJoint
2025-11-03,553,354,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,3,553,V5_joint,CalibratedJoint
2025-11-03,555,355,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,5,555,V5_joint,CalibratedJoint
2025-11-03,556,356,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,6,556,V5_joint,CalibratedJoint
2025-11-03,557,357,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,7,557,V5_joint,CalibratedJoint
2025-11-03,558,358,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,8,558,V5_joint,CalibratedJoint
2025-11-03,559,359,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,5,9,559,V5_joint,CalibratedJoint
2025-11-03,565,360,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,6,5,565,V5_joint,CalibratedJoint
2025-11-03,566,361,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,6,6,566,V5_joint,CalibratedJoint
2025-11-03,567,362,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,6,7,567,V5_joint,CalibratedJoint
2025-11-03,570,363,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,0,570,V5_joint,CalibratedJoint
2025-11-03,571,364,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,1,571,V5_joint,CalibratedJoint
2025-11-03,575,365,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,5,575,V5_joint,CalibratedJoint
2025-11-03,576,366,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,6,576,V5_joint,CalibratedJoint
2025-11-03,577,367,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,7,577,V5_joint,CalibratedJoint
2025-11-03,579,368,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,7,9,579,V5_joint,CalibratedJoint
2025-11-03,580,369,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,8,0,580,V5_joint,CalibratedJoint
2025-11-03,582,370,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,8,2,582,V5_joint,CalibratedJoint
2025-11-03,583,371,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,8,3,583,V5_joint,CalibratedJoint
2025-11-03,584,372,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,8,4,584,V5_joint,CalibratedJoint
2025-11-03,589,373,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,8,9,589,V5_joint,CalibratedJoint
2025-11-03,590,374,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,0,590,V5_joint,CalibratedJoint
2025-11-03,591,375,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,1,591,V5_joint,CalibratedJoint
2025-11-03,595,376,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,5,595,V5_joint,CalibratedJoint
2025-11-03,596,377,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,6,596,V5_joint,CalibratedJoint
2025-11-03,597,378,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,7,597,V5_joint,CalibratedJoint
